0	0	0
0	0	0
0	0	0
0	0	0
0.0784313725490196	0.0784313725490196	0.0784313725490196
0.435294117647059	0.290196078431373	0
0.317647058823529	0	0.317647058823529
0.501960784313726	0.250980392156863	0.501960784313726
0.956862745098039	0.137254901960784	0.909803921568627
0.980392156862745	0.666666666666667	0.627450980392157
0.901960784313726	0.588235294117647	0.549019607843137
0.274509803921569	0.274509803921569	0.274509803921569
0.400000000000000	0.400000000000000	0.611764705882353
0.745098039215686	0.600000000000000	0.600000000000000
0.705882352941177	0.647058823529412	0.705882352941177
0.588235294117647	0.392156862745098	0.392156862745098
0.588235294117647	0.470588235294118	0.352941176470588
0.600000000000000	0.600000000000000	0.600000000000000
0.600000000000000	0.600000000000000	0.600000000000000
0.980392156862745	0.666666666666667	0.117647058823529
0.862745098039216	0.862745098039216	0
0.419607843137255	0.556862745098039	0.137254901960784
0.596078431372549	0.984313725490196	0.596078431372549
0.274509803921569	0.509803921568627	0.705882352941177
0.862745098039216	0.0784313725490196	0.235294117647059
1	0	0
0	0	0.556862745098039
0	0	0.274509803921569
0	0.235294117647059	0.392156862745098
0	0	0.352941176470588
0	0	0.431372549019608
0	0.313725490196078	0.392156862745098
0	0	0.901960784313726
0.466666666666667	0.0431372549019608	0.125490196078431
0	0	0.556862745098039
